marry,libpam-modules-bin,1.1.8-1ubuntu2
marry,libpam-runtime,1.1.8-1ubuntu2
marry,libpam-systemd,204-5ubuntu20.7
marry,libpam0g,1.1.8-1ubuntu2
marry,libpango-1.0-0,1.36.3-1ubuntu1
marry,libpangocairo-1.0-0,1.36.3-1ubuntu1
marry,libpangoft2-1.0-0,1.36.3-1ubuntu1
marry,libparse-debianchangelog-perl,1.2.0-1ubuntu1
marry,libparted0debian1,2.3-19ubuntu1
marry,libpcap0.8,1.5.3-2
marry,libpci3,1:3.2.1-1ubuntu5
marry,libpciaccess0,0.13.2-1
marry,libpcre3,1:8.31-2ubuntu2
marry,libpcsclite1,1.8.10-1ubuntu1
marry,libpipeline1,1.3.0-1
marry,libpixman-1-0,0.30.2-2ubuntu1
marry,libplexus-ant-factory-java,1.0~alpha2.1-3
marry,libplexus-archiver-java,1.2-1
marry,libplexus-bsh-factory-java,1.0~alpha7-3
marry,libplexus-build-api-java,0.0.4-5
marry,libplexus-cipher-java,1.5-4
marry,libplexus-classworlds-java,1.5.0-5
marry,libplexus-classworlds2-java,2.5.1-2
marry,libplexus-cli-java,1.2-5
marry,libplexus-container-default-java,1.0-alpha-9-stable-1-7
marry,libplexus-containers-java,1.0~beta3.0.7-7
marry,libplexus-containers1.5-java,1.5.5-6
marry,libplexus-i18n-java,1.0-beta-10-3
marry,libplexus-interactivity-api-java,1.0-alpha-6-7
marry,libplexus-interpolation-java,1.19-1
marry,libplexus-io-java,1.0~alpha5-2
marry,libplexus-sec-dispatcher-java,1.3.1-6
marry,libplexus-utils-java,1:1.5.15-4
marry,libplexus-utils2-java,2.0.5-1
marry,libplymouth2,0.8.8-0ubuntu17
marry,libpng12-0,1.2.50-1ubuntu2
marry,libpod-latex-perl,0.61-1
marry,libpolkit-agent-1-0,0.105-4ubuntu2
marry,libpolkit-backend-1-0,0.105-4ubuntu2
marry,libpolkit-gobject-1-0,0.105-4ubuntu2
marry,libpopt0,1.16-8ubuntu1
marry,libprocps3,1:3.3.9-1ubuntu2
marry,libpulse0,1:4.0-0ubuntu11
marry,libpython-stdlib,2.7.5-5ubuntu3
marry,libpython2.7,2.7.6-8
marry,libpython2.7-minimal,2.7.6-8
marry,libpython2.7-stdlib,2.7.6-8
marry,libpython3-stdlib,3.4.0-0ubuntu2
